"Situação da Ligação de Água","Categoria de Imóvel","Perfil de Imóvel","Setor","CONSUMO_MEDIDO","TIPO_CONSUMO","MUNICIPIO","QUANTIDADE_ECONOMIAS","x","y"
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885869.05344866,-909217.047635053
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885858.05129811,-909221.994419714
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885861.95983675,-909220.268049158
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885857.83912316,-909225.345503972
"LIGADO","RESIDENCIAL","NORMAL",611,18,"REAL","RECIFE",1,-3885861.59827105,-909223.601478246
"LIGADO","RESIDENCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3885865.31678731,-909222.135997396
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885865.3898129,-909218.714405676
"CORTADO","RESIDENCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886335.78868897,-908990.857133254
"CORTADO","COMERCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,-3886036.81392504,-909482.711431554
"LIGADO","RESIDENCIAL","NORMAL",613,22,"REAL","RECIFE",1,-3886162.40223684,-908934.009129775
"SUPRIMIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886237.12232809,-910276.556623285
"LIGADO","PUBLICO","GRANDE",613,256,"REAL","RECIFE",1,-3886728.79224378,-908545.044413036
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886735.68670511,-908968.289389848
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886212.35273951,-908549.852022275
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886468.55977959,-909230.107192716
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886464.50652561,-909231.62271519
"LIGADO","COMERCIAL","NORMAL",613,1,"REAL","RECIFE",1,-3886176.95737158,-909125.315296405
"LIGADO","COMERCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885565.53362125,-908312.621469117
"LIGADO","COMERCIAL","NORMAL",611,4,"REAL","RECIFE",1,-3885570.97603115,-908310.791116947
"LIGADO","COMERCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885565.78642781,-908308.397614204
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885571.24742807,-908306.860982133
"LIGADO","COMERCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885566.03745326,-908304.565198821
"LIGADO","COMERCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885571.32390456,-908302.994044678
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885566.21901535,-908301.410970867
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885571.58261106,-908299.172537423
"LIGADO","RESIDENCIAL","NORMAL",611,13,"REAL","RECIFE",1,-3885566.2580885,-908297.228723565
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885571.77252211,-908295.309086579
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885566.6499331,-908293.082685613
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885571.92580905,-908291.090968249
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885566.83205179,-908288.976905195
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885572.15212157,-908286.921766127
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885566.92544884,-908285.107607816
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885572.21958118,-908283.251280781
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885567.13550872,-908281.462986151
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885572.33257047,-908279.520410013
"LIGADO","RESIDENCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886515.5782382,-908547.303999438
"CORTADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3886221.02831271,-909229.836182176
"LIGADO","RESIDENCIAL","NORMAL",612,10,"REAL","RECIFE",6,-3886220.0990176,-909598.093447575
"LIGADO","RESIDENCIAL","NORMAL",612,120,"REAL","RECIFE",6,-3886184.7489567,-909589.638300118
"LIGADO","RESIDENCIAL","NORMAL",612,44,"REAL","RECIFE",6,-3886163.87221072,-909559.520476808
"LIGADO","RESIDENCIAL","NORMAL",612,132,"REAL","RECIFE",6,-3886163.85195057,-909616.132667649
"LIGADO","RESIDENCIAL","NORMAL",612,81,"REAL","RECIFE",6,-3886287.58723813,-909649.78123298
"LIGADO","RESIDENCIAL","NORMAL",612,50,"REAL","RECIFE",6,-3886314.59991445,-909666.674459129
"LIGADO","RESIDENCIAL","NORMAL",612,44,"ESTIMADO","RECIFE",6,-3886346.84605398,-909687.254934183
"LIGADO","RESIDENCIAL","NORMAL",612,77,"REAL","RECIFE",6,-3886374.79604041,-909705.510325982
"LIGADO","RESIDENCIAL","NORMAL",612,92,"REAL","RECIFE",6,-3886405.34667278,-909724.427515448
"LIGADO","RESIDENCIAL","NORMAL",612,110,"REAL","RECIFE",6,-3886373.93208984,-909740.736347296
"LIGADO","RESIDENCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886712.8056517,-908033.437227751
"LIGADO","COMERCIAL","NORMAL",612,NA,"MEDIA HD","JABOATAO DOS GUARARAPES",1,NA,NA
"CORTADO","COMERCIAL","NORMAL",612,6,"REAL","RECIFE",1,NA,NA
"CORTADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885313.69431271,-908423.224266315
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885677.30718424,-908543.984114472
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886418.15464812,-909161.75950986
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886434.90244287,-909158.128311579
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886438.44785733,-909157.2302673
"LIGADO","RESIDENCIAL","NORMAL",613,20,"REAL","RECIFE",1,-3886434.28840456,-909150.529908399
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886428.28438782,-909148.101950655
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886423.85353813,-909150.1717478
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886419.63363887,-909152.418207616
"LIGADO","RESIDENCIAL","NORMAL",613,29,"REAL","RECIFE",3,-3886414.9007794,-909154.248256614
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886405.2559474,-909156.149825361
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886590.90279428,-907982.847677807
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886584.27405256,-907987.790391297
"LIGADO","RESIDENCIAL","NORMAL",613,12,"REAL","RECIFE",1,-3886591.98170278,-907989.696521266
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886598.66154015,-907990.857111675
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886578.01411232,-907969.918248072
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886426.2344394,-909160.323943346
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886682.24533454,-909348.472384149
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886587.42617527,-909471.738143169
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886589.13337097,-909477.654076833
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,0,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"FACTIVEL","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886199.46160852,-909111.498628375
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886195.8295875,-909107.749021976
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886210.92317461,-909117.759405705
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",3,-3886199.16761375,-909124.69590944
"LIGADO","COMERCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886945.41607668,-909330.365124921
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886021.27405808,-908782.843956443
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,0,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",2,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885876.04676171,-908669.339600453
"LIGADO","COMERCIAL","NORMAL",611,38,"REAL","RECIFE",1,-3885812.27549898,-909136.297833931
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886137.0354192,-908642.412853227
"CORTADO","RESIDENCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886154.46493451,-908618.317975054
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886163.96583041,-908628.875998912
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",3,-3886583.90257942,-908223.49565047
"LIGADO","RESIDENCIAL","GRANDE",611,550,"REAL","RECIFE",45,-3885574.95069357,-909076.765527084
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886332.23871041,-908110.11875885
"LIGADO","RESIDENCIAL","NORMAL",613,28,"REAL","RECIFE",2,-3886661.5676278,-907953.548097513
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886592.89062643,-907974.536993486
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",2,-3886196.3333082,-908550.575080995
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886189.71914933,-908556.488757144
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886494.88205243,-909502.472038772
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,-3886493.16339081,-909503.765700268
"LIGADO","RESIDENCIAL","NORMAL",613,108,"REAL","RECIFE",12,-3886419.46276345,-908063.298770577
"FACTIVEL","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886545.03793956,-909967.644250958
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",2,-3886876.45465401,-909629.787782352
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886583.96113347,-907979.870130343
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886597.68638141,-907996.879902813
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886495.54963542,-907843.584712981
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886488.08922578,-907812.732190354
"FACTIVEL","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",9,-3885955.62405631,-908707.552527418
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",32,-3885977.23773732,-909126.661912075
"FACTIVEL","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886900.36886362,-909274.398658893
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886903.23389335,-909291.799917802
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886671.77740622,-908006.004387941
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886491.69809235,-909508.009683904
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",2,-3886775.78554417,-909109.262853552
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886781.83186232,-909095.443266684
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886476.36049291,-907763.262316208
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886668.97226637,-908000.027137606
"CORTADO","COMERCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886243.90758501,-908530.80027266
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"FACTIVEL","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886735.21615763,-908903.353888397
"LIGADO","RESIDENCIAL","NORMAL",613,19,"REAL","RECIFE",1,-3886313.64724224,-908903.264376851
"LIGADO","RESIDENCIAL","NORMAL",611,2,"REAL","RECIFE",1,-3885824.32249428,-908444.911923699
"LIGADO","RESIDENCIAL","NORMAL",612,90,"REAL","RECIFE",9,-3886573.31498265,-909920.129614283
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886755.39014367,-908281.422953902
"LIGADO","COMERCIAL","NORMAL",613,14,"ESTIMADO","RECIFE",1,-3886706.78916718,-909378.587367438
"LIGADO","RESIDENCIAL","NORMAL",613,6,"REAL","RECIFE",1,-3886534.62923321,-908393.842760885
"LIGADO","RESIDENCIAL","NORMAL",613,0,"MEDIA HD","RECIFE",1,-3886378.78728944,-907897.996479267
"LIGADO","RESIDENCIAL","NORMAL",613,6,"REAL","RECIFE",1,-3886208.76825191,-908725.634797064
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886288.11333404,-908703.170529121
"LIGADO","RESIDENCIAL","NORMAL",613,13,"REAL","RECIFE",1,-3886284.00230525,-908701.40628239
"CORTADO","COMERCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886284.96399433,-908705.934467076
"CORTADO","COMERCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886289.09361348,-908708.373308763
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886299.40892277,-908307.843909384
"LIGADO","COMERCIAL","NORMAL",613,4,"REAL","RECIFE",1,-3886303.17063101,-908308.33194328
"LIGADO","RESIDENCIAL","NORMAL",613,11,"REAL","RECIFE",1,-3886306.97909343,-908308.825937044
"LIGADO","RESIDENCIAL","NORMAL",611,18,"REAL","RECIFE",1,-3885073.34718313,-908132.544610821
"LIGADO","RESIDENCIAL","NORMAL",613,11,"REAL","RECIFE",1,-3886690.42542468,-908264.598391875
"LIGADO","COMERCIAL","NORMAL",613,35,"REAL","RECIFE",1,-3886671.83651687,-909068.658741658
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885715.42965706,-909275.232270162
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885713.17810904,-909276.302481767
"LIGADO","RESIDENCIAL","NORMAL",611,2,"REAL","RECIFE",1,-3885710.92667234,-909277.239099672
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885708.60900054,-909278.175605152
"LIGADO","RESIDENCIAL","NORMAL",611,27,"REAL","RECIFE",1,-3885706.02638836,-909279.245816821
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885703.57624636,-909280.316140974
"LIGADO","RESIDENCIAL","NORMAL",611,22,"REAL","RECIFE",1,-3885700.99363418,-909281.386465153
"LIGADO","RESIDENCIAL","NORMAL",611,25,"REAL","RECIFE",1,-3885698.21242801,-909282.456789355
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885695.96088,-909283.460204261
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885693.6432082,-909284.396709864
"LIGADO","RESIDENCIAL","NORMAL",611,17,"REAL","RECIFE",1,-3885691.2593013,-909285.400124811
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3885714.30388305,-909272.422641526
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885711.91997615,-909273.35925935
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885709.86724475,-909274.161946131
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885707.68193182,-909275.098451545
"LIGADO","RESIDENCIAL","NORMAL",611,4,"REAL","RECIFE",1,-3885705.09931963,-909276.168775599
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885702.71541274,-909277.239099672
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885699.86797148,-909278.44312995
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885697.3515944,-909279.580363403
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885694.8352173,-909280.516868924
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885692.5837806,-909281.587193107
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885690.00116842,-909282.590607993
"LIGADO","RESIDENCIAL","NORMAL",611,17,"REAL","RECIFE",1,-3885712.92919866,-909269.071328858
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3885710.50555071,-909270.074743465
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885708.3997199,-909270.837284606
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3885706.49259438,-909271.680116921
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3885704.02920537,-909272.723677173
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885701.5260753,-909273.807383031
"LIGADO","RESIDENCIAL","NORMAL",611,27,"REAL","RECIFE",1,-3885698.58590491,-909274.971380086
"LIGADO","RESIDENCIAL","NORMAL",611,6,"REAL","RECIFE",1,-3885695.92392193,-909276.135264715
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",1,-3885693.54001503,-909277.098646346
"LIGADO","RESIDENCIAL","NORMAL",611,13,"REAL","RECIFE",1,-3885691.23547893,-909278.021769956
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885688.6926078,-909279.145509075
"LIGADO","RESIDENCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885709.36664099,-909266.582752774
