"ID","Elev","X-Coord","Y-Coord"
"n723",3.8525,290819.18,9100974.6
"n724",4.06,290814.77,9101188.01
"n725",3.9775,290769.2,9101054.13
"n726",4.05171,290773.73,9101051.53
"n727",3.385,290693.45,9100691.33
"n728",3.62625,290624.43,9100560.38
"n729",3.565,290636.2,9100555.86
"n730",3.51,290633.63,9100558.07
"n731",3.498,290630.87,9100552.65
"n732",3.53667,290632.72,9100548.69
"n733",3.54667,290633.04,9100549.43
"n734",3.51571,290630.96,9100549.47
"n735",2.144,290486.09,9100606.06
"n736",3.72,290599.04,9100473.8
"n737",4.363,290598.21,9100600.93
"n738",3.766,290587.85,9100453.63
"n739",4.02,290647.64,9100711.3
"n740",4.04,290614.28,9100640.55
"n741",3.355,290663.26,9100624.08
"n742",1.85697,290337.12,9100498.26
"n743",1.80333,290337.57,9100453.63
"n744",2.27333,290335.3,9100655.85
"n745",2.2304,290335.31,9100653.63
"n746",2.2,290333.11,9100653.63
"n747",1.73,290334.4,9100559.92
"n748",3.955,290613.47,9100638.5
"n749",1.645,290460.7,9100618.9
"n750",2.5,290343.2,9100657.91
"n751",2.24429,290329.69,9100660.58
"n752",1.89729,290262.6,9100673.81
"n753",1.75,290034.34,9100633.78
"n754",2.04,289966.64,9100619.69
"n755",4.07,290612.94,9100642.29
"n756",4.75429,290714.88,9100877.56
"n757",3.99,290618.82,9100640.05
"n758",4.04,290614.7,9100641.6
"n759",3.74,290595.93,9100474.54
"n760",3.76,290545.41,9100483.43
"n761",3.62,290561.57,9100388.73
"n762",3.53,290498.71,9100233.43
"n763",3.88,290446.07,9100069
"n764",4.1,290419.66,9099986.52
"n765",3.6375,290564.98,9100382.45
"n766",3.78,290589.97,9100453.63
"n767",4.13,290413.61,9099953.63
"n768",3.89,290448.48,9100060.68
"n769",3.49,290502.33,9100223.39
"n770",3.58,290558.14,9100384.54
"n771",3.665,290550.38,9100387.11
"n772",3.65667,290552.41,9100391.77
"n773",4.365,290508.08,9100400.25
"n774",3.74667,290532.73,9100453.63
"n775",2.57,290457.53,9100453.63
"n776",2.125,290465.89,9100497.3
"n777",2.31035,290485.28,9100598.61
"n778",2.22,290485.69,9100600.63
"n779",2.35375,290454.82,9100453.7
"n780",2.04,290463.22,9100497.76
"n781",3.53,290497.54,9100225.05
"n782",3.93,290485.23,9100229.23
"n783",3.86,290486.71,9100233.72
"n784",3.56,290497.67,9100230.18
"n785",3.54652,290490.31,9100227.51
"n786",3.5968,290487.96,9100219.63
"n787",4.94,290421.28,9100250.81
"n788",4.96333,290415.96,9100252.55
"n789",3.555,290497.39,9100210.85
"n790",4.99,290370.36,9100086.26
"n791",1.6725,290240.44,9100128.75
"n792",4.04,290433.52,9100065.61
"n793",4.19,290436.11,9100072.29
"n794",5.04041,290373.81,9100085.13
"n795",4.97,290408.52,9100189.15
"n796",5.03,290328.61,9099959.34
"n797",4.62107,290293.9,9099862.44
"n798",5.11,290240.8,9099700.7
"n799",4.69789,290289.45,9099864.05
"n800",4.9075,290324.65,9099960.73
"n801",4.925,290374.11,9100096.56
"n802",4.99,290405.93,9100200.6
"n803",2.19,289974.44,9100210.44
"n804",1.97,290102.33,9100168.23
"n805",1.94235,290103.9,9100173.4
"n806",1.68375,290188.09,9099953.63
"n807",1.6075,290219,9100057.02
"n808",4.32,290315.04,9099669.23
"n809",4.57,290311.67,9099670.56
"n810",4.49956,290332.75,9099730.2
"n811",4.516,290353.22,9099787.21
"n812",4.41,290359.31,9099806.07
"n813",4.35,290368.72,9099833.94
"n814",4.36,290371.46,9099834.41
"n815",4.35823,290386.3,9099876.98
"n816",3.81417,289995.29,9098953.63
"n817",3.93516,290230.85,9099459.24
"n818",3.91,290239.51,9099478.33
"n819",4.1,290267.2,9099541.33
"n820",4.23106,290288.01,9099595.43
"n821",4.39554,290309.54,9099652.5
"n822",4.54,290351.05,9099771.19
"n823",4.33,290369.14,9099835.18
"n824",4.54,290282.23,9099866.67
"n825",1.82,290178.73,9099905.37
"n826",3.95,290148.56,9099282.61
"n827",4.61,290075.25,9099317.2
"n828",7.37,289639.36,9099387.42
"n829",7.29,289665.01,9099375.08
"n830",7.27333,289667.36,9099373.96
"n831",6.915,289753.52,9099332.81
"n832",6.45947,289840.2,9099291.46
"n833",3.265,289931.68,9099247.83
"n834",3.03,289966.64,9099358.08
"n835",2.65,289940.25,9099297.74
"n836",3.385,289937.49,9099260.43
"n837",3.43,289936,9099257.24
"n838",3.25,289931.74,9099247.95
"n839",3.2925,289929.22,9099242.53
"n840",3.58,289881.59,9099141.37
"n841",4.13904,289846.49,9099065.76
"n842",4.30048,289821.08,9099010.96
"n843",5.765,289882.7,9099403.94
"n844",6.05858,289862.02,9099350.76
"n845",6.29,289842.56,9099300.76
"n846",6.265,289841.04,9099296.99
"n847",6.4,289838.97,9099291.86
"n848",6.31,289837.44,9099287.47
"n849",6.46103,289829.11,9099266.33
"n850",6.35,289806.33,9099207.63
"n851",6.65059,289771.83,9099120.96
"n852",6.55467,289764.88,9099103.09
"n853",3.87744,289887.62,9099047.16
"n854",4.48566,289925.35,9099029.84
"n855",3.64135,289966.64,9098892.45
"n856",3.52892,289953.93,9098862.94
"n857",3.59474,289930.82,9098811.63
"n858",3.64937,289888.23,9098706.48
"n859",3.57213,289874.38,9098672.03
"n860",3.74963,289845.35,9098600.46
"n861",3.76828,289812.12,9098517.96
"n862",3.73521,289809.75,9098511.75
"n863",3.75511,289807.38,9098506.2
"n864",3.74173,289805.31,9098500.82
"n865",3.66745,289803.73,9098497.19
"n866",3.62303,289786.36,9098453.63
"n867",3.7919,289806.32,9098520.27
"n868",3.70336,289804.76,9098520.82
"n869",3.80271,289800.14,9098501.33
"n870",3.79393,289796.52,9098500.13
"n871",3.84173,289793.03,9098499.29
"n872",3.78731,289804.76,9098513.75
"n873",3.78074,289802.64,9098508.36
"n874",3.79556,289801.1,9098504.04
"n875",7.55471,288966.64,9098812.91
"n876",7.28459,289022.13,9098792.19
"n877",7.38368,289111.63,9098758.48
"n878",7.38964,289114.11,9098757.51
"n879",7.38221,289116.8,9098756.52
"n880",7.64547,289213.57,9098720.44
"n881",7.92465,289297.21,9098688.72
"n882",8.34285,289394.32,9098652.59
"n883",8.5799,289527.74,9098603.76
"n884",6.20367,289626.68,9098566.33
"n885",5.41874,289712.97,9098532.45
"n886",5.42508,289718.12,9098530.46
"n887",7.45619,288966.64,9098809.06
"n888",7.20974,289016.52,9098790.1
"n889",7.19525,289022.1,9098788.1
"n890",7.23354,289035,9098783.19
"n891",7.36759,289110.82,9098754.7
"n892",7.38745,289112.75,9098753.97
"n893",7.35694,289114.8,9098753.15
"n894",7.5003,289205.95,9098718.99
"n895",7.86994,289295.82,9098685.47
"n896",8.20187,289386.75,9098651.49
"n897",8.62546,289433.96,9098634.31
"n898",8.69712,289504.6,9098608.61
"n899",8.65664,289509.22,9098606.91
"n900",8.32001,289533,9098598.03
"n901",7.74903,289557.87,9098588.7
"n902",6.86916,289593.94,9098575.14
"n903",6.12165,289625.3,9098563.12
"n904",5.53712,289654.32,9098551.77
"n905",5.26692,289713.2,9098529.56
"n906",5.31872,289715.85,9098528.49
"n907",3.97224,289790.16,9098500.44
"n908",4.52157,289813.61,9098797.13
"n909",4.17187,289791.31,9098737.57
"n910",4.26348,289767.56,9098673.86
"n911",4.4491,289759.25,9098651.49
"n912",5.1031,289719,9098544.55
"n913",5.45043,289715.99,9098536.72
"n914",5.5471,289714.91,9098533.92
"n915",5.48136,289714.7,9098533.39
"n916",5.42212,289713.61,9098530.59
"n917",5.37394,289716.17,9098529.61
"n918",5.50776,289717.09,9098532.47
"n919",5.50776,289717.19,9098532.76
"n920",5.43807,289718.23,9098535.57
"n921",5.03997,289736.42,9098583.86
"n922",4.29744,289767.69,9098667.18
"n923",4.35183,289793.1,9098735.56
"n924",4.56328,289815.69,9098795.68
"n925",4.77945,289828.38,9098791.55
"n926",4.54069,289874.87,9098907.72
"n927",4.37065,289885.35,9098941.48
"n928",4.39956,289891.39,9098953.63
"n929",7.84643,289299.41,9098693.68
"n930",7.89431,289298.38,9098691.17
"n931",7.89418,289296.27,9098686.53
"n932",8.75448,289458.33,9098808.27
"n933",8.41747,289559.51,9098766.63
"n934",8.17022,289595.94,9098784.29
"n935",8.33716,289658.3,9098953.63
"n936",9.06202,289681.8,9099018.45
"n937",4.12981,289966.64,9099011.22
"n938",3.7872,290000.96,9098996.07
"n939",4.48175,289928.95,9099028.17
"n940",4.36618,289966.64,9099105.4
"n941",4.38444,289935.71,9099025.22
"n942",4.44397,289938.13,9099024.24
"n943",3.85578,289900.99,9098953.63
"n944",4.57204,289887.45,9098901.94
"n945",4.58976,289966.64,9099089.01
"n946",7.81689,289557.17,9098586.71
"n947",8.18043,289537.16,9098535.43
"n948",8.52498,289515.6,9098480
"n949",8.55307,289424.04,9098513.63
"n950",8.53859,289427.01,9098512.51
"n951",8.60084,289462.49,9098499.49
"n952",8.52057,289492.15,9098488.61
"n953",8.56911,289513.16,9098480.8
"n954",8.48693,289517.36,9098479.31
"n955",6.53523,289550.38,9098466.79
"n956",6.31331,289572.12,9098521.2
"n957",6.78762,289593.02,9098572.9
"n958",7.96429,289345.36,9098541.88
"n959",7.98406,289351.61,9098539.7
"n960",8.01625,289356.24,9098538.11
"n961",8.54995,289415.95,9098517.35
"n962",8.56365,289418.74,9098516.26
"n963",8.5753,289420.33,9098515.58
"n964",8.60515,289388.87,9098453.63
"n965",8.15658,289321.61,9098478.99
"n966",7.99649,289335.85,9098516.69
"n967",7.92979,289362.53,9098585.29
"n968",7.97607,289369.64,9098603.48
"n969",8.19174,289375.57,9098601.07
"n970",8.58257,289430.53,9098579.71
"n971",8.77982,289404.17,9098453.63
"n972",8.71632,289435.21,9098600.5
"n973",8.79714,289407.11,9098453.63
"n974",8.66928,289445.04,9098630.28
"n975",8.81446,289410.78,9098453.63
"n976",8.59241,289438.21,9098576.22
"n977",8.73953,289444.46,9098604.61
"n978",8.80415,289461.86,9098624.16
"n979",8.14305,289540.76,9098534.09
"n980",8.18387,289535.33,9098536.06
"n981",8.79201,289513.43,9098545.43
"n982",8.52009,289484.49,9098556.78
"n983",8.5959,289441.58,9098574.83
"n984",8.33066,289532.07,9098595.3
"n985",7.84399,289294.75,9098683.04
"n986",8.11066,289268.91,9098626.08
"n987",8.08353,289267.88,9098623.8
"n988",7.96402,289238.38,9098558.11
"n989",7.93062,289237.29,9098555.65
"n990",8.22969,289208.42,9098491.8
"n991",8.18397,289207.14,9098489.02
"n992",8.18893,289308.05,9098453.63
"n993",8.22891,289210.35,9098491.14
"n994",8.2293,289209.85,9098491.32
"n995",8.21421,289207.02,9098492.32
"n996",7.39574,289039.27,9098551.35
"n997",8.62992,289187.54,9098453.63
"n998",7.851,289174.49,9098583.09
"n999",7.9181,289231.82,9098557.81
"n1000",8.16747,289374.12,9098597.15
"n1001",8.02765,289352.16,9098541.1
"n1002",7.95897,289351.08,9098538.3
"n1003",8.24017,289329.41,9098481.91
"n1004",7.38986,289090.11,9098695.24
"n1005",8.49814,289336.26,9098785.88
"n1006",8.76988,288616.09,9098948.05
"n1007",8.79632,288630.23,9098942.43
"n1008",8.78857,288670.37,9098928.27
"n1009",8.91941,288732.75,9098905.87
"n1010",8.43935,288800.05,9098880.98
"n1011",8.18729,288850.35,9098861.93
"n1012",7.83483,288921.76,9098835.29
"n1013",7.43804,288975.29,9098815.27
"n1014",7.20467,289024.39,9098797.25
"n1015",7.1736,289026.83,9098796.34
"n1016",7.28019,289054.01,9098786.06
"n1017",7.37865,289113.29,9098763.9
"n1018",7.30936,289118.45,9098761.9
"n1019",7.28797,289136.57,9098754.42
"n1020",7.82523,289290.7,9098697.29
"n1021",7.18631,289090.74,9098865.2
"n1022",7.27768,289089.84,9098862.72
"n1023",7.53861,289075.55,9098821.27
"n1024",7.42064,289088.84,9098691.87
"n1025",7.48228,289002.89,9098721.69
"n1026",7.44123,288999.77,9098722.85
"n1027",7.44278,288997.4,9098723.57
"n1028",7.58517,288983.68,9098727.99
"n1029",7.64077,288966.64,9098733.57
"n1030",7.21293,289015.85,9098788.78
"n1031",7.62136,288966.64,9098695.98
"n1032",7.47735,288962.59,9098658.5
"n1033",7.37253,289033.52,9098780.5
"n1034",7.70636,289076.98,9098616.01
"n1035",7.04182,289187.22,9098946.23
"n1036",7.16771,289147.81,9098844.3
"n1037",7.12622,289145.58,9098838.7
"n1038",7.21197,289136.26,9098814.45
"n1039",7.32566,289116.64,9098763.95
"n1040",7.34832,289115.91,9098762.09
"n1041",7.41007,289115.01,9098759.85
"n1042",7.38376,289113.44,9098755.77
"n1043",7.41545,289111.05,9098749.65
"n1044",7.54658,289066.27,9098628.73
"n1045",7.07355,289146.76,9098810.86
"n1046",7.613,289224.19,9098782.49
"n1047",7.78812,289238.91,9098821.18
"n1048",8.06082,289250.17,9098816.95
"n1049",8.1171,289253.9,9098815.59
"n1050",8.42828,289371.81,9098773.06
"n1051",8.61036,289421.44,9098754.99
"n1052",8.43394,289451.12,9098821.95
"n1053",8.379,289378.06,9098853.18
"n1054",8.17271,289294.37,9098888.85
"n1055",8.10149,289289.64,9098891
"n1056",8.0327,289295.69,9098904.09
"n1057",8.09943,289327.68,9098976.86
"n1058",8.10752,289300.28,9098902.09
"n1059",8.42773,289415.62,9098852.11
"n1060",8.39783,289438.44,9098842.2
"n1061",8.72514,289463.84,9098900.06
"n1062",8.64956,289438.98,9098910.97
"n1063",8.41366,289446.05,9098927.13
"n1064",8.46988,289417.89,9098938.85
"n1065",6.87659,289052.55,9098879.18
"n1066",7.32193,289067.74,9098918.04
"n1067",7.39019,289069.54,9098923.22
"n1068",8.04,289303.4,9099271.32
"n1069",8.15833,289298.8,9099272.7
"n1070",8.57571,289240.53,9099292.5
"n1071",7.8,289287.59,9099228.83
"n1072",8.54205,289260.32,9099237.92
"n1073",6.78283,289091.39,9098971.57
"n1074",7.04063,289178.7,9098937.18
"n1075",7.13542,289213.1,9099028.69
"n1076",7.16847,289207.27,9099030.66
"n1077",7.07889,289126.63,9099060.25
"n1078",7.98003,289024.54,9099097.68
"n1079",7.77566,289064.64,9099199.05
"n1080",7.41,289116.06,9099180.99
"n1081",7.60481,289199.86,9099152.52
"n1082",7.41,289249.11,9099135.29
"n1083",7.43119,289252.37,9099134.22
"n1084",7.13918,289142.14,9098846.6
"n1085",7.04347,289185.34,9098953.63
"n1086",7.08632,289147.44,9098838.04
"n1087",7.50951,289161.33,9098832.88
"n1088",8.13796,288880.46,9099049.32
"n1089",8.64302,288858.36,9098955.3
"n1090",7.99527,288966.64,9098910.85
"n1091",6.74845,289055.84,9098877.9
"n1092",7.05713,289140.49,9098847.15
"n1093",7.18823,289145.06,9098845.43
"n1094",7.87,289296.74,9099253.12
"n1095",8.03,289306.66,9099250.46
"n1096",8.05,289336.69,9099268.13
"n1097",7.345,289445.58,9099334.17
"n1098",7.40667,289468.59,9099348.65
"n1099",7.575,289504.22,9099371.64
"n1100",7.6,289573.44,9099416.29
"n1101",8.01,289303.4,9099270.8
"n1102",6.005,289379.55,9099475.74
"n1103",7.88714,289574.89,9099430.74
"n1104",7.525,289584.87,9099453.63
"n1105",7.14643,289458.8,9099391.87
"n1106",7.74333,289477.19,9099453.63
"n1107",7.19,289439.71,9099400.31
"n1108",8.1276,289269.89,9099402.48
"n1109",7.77,289335.91,9099376.74
"n1110",7.795,289340.37,9099375.02
"n1111",7.74,289346.98,9099372.46
"n1112",7.14514,289084.25,9098953.63
"n1113",6.95589,289061.13,9098890.29
"n1114",6.9228,289026.7,9098799.53
"n1115",7.28697,289024.63,9098794.39
"n1116",7.12226,289128.46,9099064.64
"n1117",8.47675,288761.02,9098990.24
"n1118",7.55235,288966.64,9098815.59
"n1119",7.68063,288945.25,9098823.76
"n1120",7.98331,288886.13,9098846.09
"n1121",8.23192,288826.3,9098867.65
"n1122",8.60563,288755.59,9098894.23
"n1123",8.96377,288701.62,9098914.42
"n1124",8.89825,288619.13,9098943.44
"n1125",7.64,288957.95,9099366.01
"n1126",8.38,288851.38,9099410.06
"n1127",7.63815,288966.11,9099399.64
"n1128",6.41,288995.28,9099551.72
"n1129",5.87723,289019.41,9099663.11
"n1130",6.18,289021.67,9099673.48
"n1131",7.36,289043.24,9099769.11
"n1132",7.44663,289044.84,9099776.92
"n1133",7.39007,289045.47,9099779.85
"n1134",7.37,289067.28,9099877.43
"n1135",7.25,289068.43,9099882.56
"n1136",7.10265,289083.84,9099953.6
"n1137",7.74,288958.56,9099368.5
"n1138",7.66,288966.11,9099365.98
"n1139",8.78805,288813.61,9099074.67
"n1140",8.84963,288794.45,9099081.69
"n1141",7.38746,288929.87,9099249.68
"n1142",7.21841,288887.34,9099270.53
"n1143",6.97362,288826.95,9099301.48
"n1144",7.01515,288764.51,9099263.83
"n1145",7.08338,288741,9099234.75
"n1146",8.04,288672.14,9099282.39
"n1147",6.35333,288781.15,9099260.48
"n1148",8.41,288690.38,9099391.15
"n1149",7.815,288791.09,9099331.48
"n1150",8.35795,288683.34,9099358.45
"n1151",8.04,288679.28,9099359.5
"n1152",8.72864,288617.02,9098953.63
"n1153",8.76814,288611.79,9098953.63
"n1154",8.61412,288700.85,9099453.63
"n1155",15.66687,288510.06,9098919.95
"n1156",39.17154,288409.85,9098924.54
"n1157",10.101,288546.66,9098903.59
"n1158",9.60116,288596.05,9098895.93
"n1159",9.45445,288601.66,9098895.01
"n1160",10.07677,288547.11,9098908.05
"n1161",39.13331,288410.33,9098928.81
"n1162",10.11707,288547.67,9098913.66
"n1163",10.97919,288512.12,9098453.63
"n1164",11.34128,288542.05,9098631
"n1165",11.45493,288544.25,9098664.77
"n1166",11.42766,288544.39,9098667.32
"n1167",11.35982,288560.66,9098765.12
"n1168",10.97745,288537.62,9098812.87
"n1169",11.22276,288584.73,9098761.66
"n1170",10.41146,288554.54,9098579.59
"n1171",10.13453,288533.25,9098453.63
"n1172",10.24145,288528.32,9098453.89
"n1173",11.36971,288569.78,9098700.22
"n1174",9.61203,288595.85,9098900.65
"n1175",10.35489,288585.34,9098834.74
"n1176",10.99977,288578.2,9098791.04
"n1177",10.55185,288546.63,9098597.9
"n1178",10.52011,288522.24,9098453.63
"n1179",9.47183,288596.62,9098905.47
"n1180",9.82179,288593.82,9098896.38
"n1181",8.87627,288604.23,9098953.2
"n1182",10.99823,288517.67,9098453.92
"n1183",11.47668,288553.53,9098664.93
"n1184",11.66176,288557.58,9098691.35
"n1185",11.24975,288573.77,9098791.77
"n1186",39.28019,288395.54,9098874.49
"n1187",37.01243,288361.92,9098695.38
"n1188",7.74,288813.25,9099742.97
"n1189",1.89667,290533.69,9100812.06
"n1190",2.325,290582.06,9100943.47
"n1191",1.9375,290504.62,9100714.68
"n1192",1.91,290478.97,9100580.37
"n1193",1.9,290479.26,9100600.23
"n1194",2.20941,290484,9100598.45
"n1195",2.305,290319.57,9100668.7
"n1196",2.39,290343.13,9100662.98
"n1197",2.34762,290354.58,9100658.95
"n1198",1.43,290359.36,9100657.26
"n1199",0.82133,290366.79,9100654.71
"n1200",1.84556,290388.91,9100646.74
"n1201",1.77,290392.88,9100645.35
"n1202",1.585,290415.33,9100637.52
"n1203",1.65,290460.64,9100622.94
"n1204",2.148,290486.8,9100610.23
"n1205",2.11344,290350.92,9100273.29
"n1206",4.86,290368.25,9100080.45
"n1207",2.41,290010.15,9099465.13
"n1208",2.33321,290022.39,9099495.41
"n1209",2.172,290053.35,9099569.62
"n1210",1.76528,290124.96,9099750.75
"n1211",1.71107,290127.57,9099757.36
"n1212",1.6,290172.15,9099901.93
"n1213",2.4825,289910.5,9099953.63
"n1214",2.38,289899.35,9099925.6
"n1215",2.37889,289870.95,9099855.04
"n1216",2.97,289840.07,9099777.33
"n1217",3.1,289837.96,9099772.35
"n1218",6.35333,289798.6,9099678.81
"n1219",7.115,289755.72,9099575.53
"n1220",7.145,289754.24,9099572.38
"n1221",7.2125,289713.43,9099476.62
"n1222",7.04846,289703.49,9099453.63
"n1223",2.4425,289966.64,9100297.95
"n1224",2.088,289975.34,9100219.04
"n1225",2.27888,289965.71,9100127.11
"n1226",2.275,289961.01,9100079.39
"n1227",1.69,290091.64,9099916.56
"n1228",1.63714,290096.62,9099915.84
"n1229",2.05,290110.58,9099953.58
"n1230",2.34472,289908.85,9099928.21
"n1231",2.11555,289961.99,9099923.46
"n1232",1.64071,290109.7,9099911.31
"n1233",1.58,290173.35,9099905.84
"n1234",1.795,290129.1,9099750.45
"n1235",1.95,290130.97,9099755.18
"n1236",1.70962,290176.51,9099901.55
"n1237",1.65,290104.97,9099953.57
"n1238",2.05,289966.64,9099919.87
"n1239",1.68844,290087.92,9099909.29
"n1240",2.06016,289966.68,9099845.47
"n1241",1.66,290061.07,9099836.59
"n1242",2.32932,289974.91,9100070.45
"n1243",1.745,290140.19,9100061.36
"n1244",1.58,290115.44,9099987.06
"n1245",1.654,290166.98,9100141.75
"n1246",1.67273,290172.25,9100140
"n1247",1.735,290146.13,9100061.03
"n1248",2.22,289975.24,9100074.66
"n1249",2.36,289966.7,9100076.53
"n1250",2.22978,289973.34,9100142.09
"n1251",1.97815,290087.48,9100119.01
"n1252",2.17,289966.66,9100001.35
"n1253",2.23,289966.64,9099997.49
"n1254",1.53645,290113.97,9099982.66
"n1255",2.24556,289966.57,9100068.02
"n1256",1.96,290072.41,9100069.09
"n1257",2.61586,289879.27,9099854.25
"n1258",2.55821,289875.17,9099854.64
"n1259",2.656,289866.44,9099855.41
"n1260",4.07229,289775.25,9099864.41
"n1261",3.69474,289763.33,9099912.35
"n1262",3.24429,289763.75,9099937.34
"n1263",2.32,289894.99,9099925.99
"n1264",2.34477,289903.84,9099925.13
"n1265",2.24,289907.46,9099924.69
"n1266",2.60427,289878.71,9099852.85
"n1267",2.71,289927.33,9100003.76
"n1268",2.45,289946.62,9100001.72
"n1269",2.43983,289817.68,9100012.52
"n1270",2.6,289918.87,9099953.63
"n1271",2.80401,289932.82,9099988.24
"n1272",2.74,289938.88,9100002.52
"n1273",2.82,289948.1,9100024.25
"n1274",1.82,290177.73,9099905.46
"n1275",2.1,289378.89,9100977.75
"n1276",2.17,289387.23,9101019.73
"n1277",1.645,289318.52,9101035.2
"n1278",2.10333,289430.54,9101210.44
"n1279",2.255,289391.72,9101018.48
"n1280",0.62848,289514,9100995.79
"n1281",2.22,289380.15,9100966.24
"n1282",2.25191,289354.52,9101222.4
"n1283",1.56,289329.75,9101095.03
"n1284",1.985,289302.82,9100953.62
"n1285",0.61714,289544.49,9101192.5
"n1286",0.66571,289548.12,9101191.93
"n1287",2.02,289353.36,9101216.45
"n1288",3.985,289254.23,9100716.16
"n1289",2.095,289276.97,9100826.69
"n1290",3.36333,289333.03,9100718.63
"n1291",2.91465,289334.19,9100725.93
"n1292",2.84382,289374.43,9100732.42
"n1293",2.60667,289343.14,9100789.44
"n1294",3.98667,289374.64,9100782.86
"n1295",2.15,289395.6,9101062.97
"n1296",0.55,289508.23,9100959.85
"n1297",1.93,289291.12,9100896.13
"n1298",6.13311,289240.79,9100648.99
"n1299",9.02,289207.42,9100491.44
"n1300",8.785,289209.71,9100500.55
"n1301",7.86258,289225.61,9100576.05
"n1302",2.965,289323.09,9100649.88
"n1303",7.84,289226.47,9100575.72
"n1304",7.67948,289229.45,9100574.52
"n1305",7.165,289239.07,9100570.98
"n1306",5.68488,289278.14,9100574.15
"n1307",4.92,289310.72,9100578.21
"n1308",4.4,289334.68,9100581.62
"n1309",6.44333,289240.4,9100633.85
"n1310",7.055,289239.15,9100628.42
"n1311",7.63,289230.91,9100590.17
"n1312",8.19667,289225.33,9100563.53
"n1313",8.8,289239.12,9100502.69
"n1314",3.1625,289333.86,9100721.9
"n1315",2.475,289343.71,9100792.45
"n1316",8.8,289203.02,9100496.14
"n1317",9.25452,289201.83,9100485.96
"n1318",8.56,289202.44,9100501.05
"n1319",8.88,289198.18,9100453.59
"n1320",8.57,289243.97,9100492.07
"n1321",9.21,289209.35,9100488.17
"n1322",9.075,289198.35,9100488.94
"n1323",8.66,289168.96,9100492
"n1324",8.04,289135.72,9100501.69
"n1325",7.45,289104.67,9100510.82
"n1326",8.62,289194.8,9100453.56
"n1327",6.3703,289106.2,9100054.3
"n1328",5.33,289125.51,9100141.45
"n1329",8.12081,289179.63,9100364.14
"n1330",8.51544,289187.46,9100420.46
"n1331",8.188,289081.66,9100444.6
"n1332",8.32,289276.72,9100361.33
"n1333",8.125,289173.59,9100359.69
"n1334",8.16,289174.88,9100364.07
"n1335",8.26,289274.53,9100365.46
"n1336",8.045,289334.48,9100372.34
"n1337",5.2175,289439.05,9100386.06
"n1338",5.54,289439.28,9100384.88
"n1339",5.88757,289439.7,9100382.8
"n1340",8.0375,289335.04,9100369.02
"n1341",6.33,289109.82,9100047.78
"n1342",6.95089,289089.56,9099955.99
"n1343",8.03,289167.88,9100298.66
"n1344",7.995,289168.31,9100300.84
"n1345",8.24,289161.2,9100302.43
"n1346",8.01,289170.71,9100298.17
"n1347",8.31167,289348.75,9100259
"n1348",8.13,289166.52,9100304.6
"n1349",7.7,289259.74,9100282.33
"n1350",8.195,289178.47,9100358.74
"n1351",7.50666,289147.87,9100242.33
"n1352",7.31,289244.13,9100224.56
"n1353",7.55,289335.97,9100204.09
"n1354",7.45322,289152.54,9100241.29
"n1355",7.71,289153.32,9100244.81
"n1356",8.11,289165.81,9100301.4
"n1357",8.22,289161.92,9100305.7
"n1358",5.65,289028.29,9100165.55
"n1359",5.38646,289130.16,9100139.89
"n1360",5.47667,289161.57,9100132.06
"n1361",5.17,289176.57,9100128.15
"n1362",4.83125,289316.48,9100094.09
"n1363",5.01333,289464.8,9100058.06
"n1364",6.4125,289105.01,9100048.95
"n1365",7.34,289022.35,9100069.05
"n1366",6.34222,289112.17,9100053.03
"n1367",6.14,289198.81,9100031.93
"n1368",7.03777,289085.46,9099960.73
"n1369",7.15292,289022.97,9099976.19
"n1370",7.03,289084.63,9099957.17
"n1371",7.195,289074.48,9099959.59
"n1372",6.135,289025.04,9099668.79
"n1373",6.19,289025.66,9099671.15
"n1374",6.19,289025.79,9099671.7
"n1375",6.82942,289029.58,9099687.66
"n1376",7.38,289050.22,9099776.09
"n1377",7.34,289073.09,9099880.47
"n1378",7.066,289089.03,9099953.6
"n1379",6.95982,289099.42,9099953.63
"n1380",7.4,289069.6,9099876.48
"n1381",7.21845,289075.04,9099873.77
"n1382",7.30505,289101.39,9099861.72
"n1383",7.14,289154.78,9099837.02
"n1384",7.39111,288975.13,9099925.61
"n1385",7.21,289070.17,9099881.74
"n1386",7.26625,289077.79,9099878.29
"n1387",6.64346,289266.49,9099791.18
"n1388",6.53667,288965.16,9099700.72
"n1389",6.00433,289018.58,9099674.92
"n1390",5.984,289023.68,9099672.53
"n1391",6.15,289029.43,9099669.45
"n1392",6.87009,289053.69,9099658.2
"n1393",7.775,289084.7,9099643.98
"n1394",7.62,289110.56,9099631.96
"n1395",6.93,288931.35,9099718.51
"n1396",6.39,289811.57,9099453.63
"n1397",6.576,289804.31,9099437.57
"n1398",6.97,289759.7,9099342.33
"n1399",6.9425,289754.87,9099332.16
"n1400",6.84,289752.78,9099327.77
"n1401",7.42,289694.56,9099204.7
"n1402",6.82,289765.23,9099453.63
"n1403",6.6,289805.69,9099436.98
"n1404",5.75333,289888.02,9099401.62
"n1405",3.295,289970.07,9099366.5
"n1406",7.27,289664.18,9099370.26
"n1407",7.312,289659.82,9099372.28
"n1408",7.33333,289662.19,9099365.99
"n1409",7.385,289639.48,9099317.71
"n1410",7.6,289630.71,9099299.26
"n1411",7.44,289710.56,9099453.63
"n1412",7.4,289678.25,9099383.24
"n1413",3.52,289943.69,9099763.84
"n1414",4.12333,289940.88,9099756.72
